ExampleReversalStrategy,USD/JPY!default,8,1000000000006,10000,97.578,2500,2009-06-09 10:10:26.267000,2009-06-09 14:10:26.267000,2009-06-09 10:10:26.267000, Recency 1
ExampleReversalStrategy,USD/JPY!default,8,1000000000006,10000,97.578,5000,2009-06-09 10:10:26.267000,2009-06-09 14:10:26.267000,2009-06-09 10:10:26.267000, Recency 2
ExampleReversalStrategy,USD/JPY!default,8,1000000000006,10000,97.578,7500,2009-06-09 10:10:26.267000,2009-06-09 14:10:26.267000,2009-06-09 10:10:26.267000, Recency 3
ExampleReversalStrategy,USD/JPY!default,8,1000000000006,10000,97.578,10000,2009-06-09 10:10:26.267000,2009-06-09 14:10:26.267000,2009-06-09 10:10:26.267000, Recency 4
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,8889,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 5
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,7778,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 6
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,6667,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 7
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,5556,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 8
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,4445,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 9
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,3334,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 10
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,2223,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 11
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,1112,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 12
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,0,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 13
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,-2500,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 14
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,-5000,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 15
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,-7500,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 16
ExampleReversalStrategy,USD/JPY!default,9,1000000000008,10000,97.571,-10000,2009-06-09 10:11:18.297000,2009-06-09 14:11:18.297000,2009-06-09 10:11:18.297000, Recency 17
